"num_drs","drs","municipio"
17,TAUBATÉ,CAÇAPAVA
17,TAUBATÉ,CACHOEIRA PAULISTA
17,TAUBATÉ,CAMPOS DO JORDÃO
17,TAUBATÉ,CANAS
17,TAUBATÉ,CARAGUATATUBA
17,TAUBATÉ,CRUZEIRO
17,TAUBATÉ,CUNHA
17,TAUBATÉ,GUARATINGUETÁ
17,TAUBATÉ,IGARATÁ
17,TAUBATÉ,ILHA BELA
17,TAUBATÉ,JACAREÍ
17,TAUBATÉ,JAMBEIRO
17,TAUBATÉ,LAGOINHA
17,TAUBATÉ,LAVRINHAS
17,TAUBATÉ,LORENA
17,TAUBATÉ,MONTEIRO LOBATO
17,TAUBATÉ,NATIVIDADE DA SERRA
17,TAUBATÉ,PARAIBUNA
17,TAUBATÉ,PINDAMONHANGABA
17,TAUBATÉ,PIQUETE
17,TAUBATÉ,POTIM
17,TAUBATÉ,QUELUZ
17,TAUBATÉ,REDENÇÃO DA SERRA
17,TAUBATÉ,ROSEIRA
17,TAUBATÉ,SANTA BRANCA
17,TAUBATÉ,SANTO ANTÔNIO DO PINHAL
17,TAUBATÉ,SÃO BENTO DO SAPUCAÍ
17,TAUBATÉ,SÃO JOSÉ DO BARREIRO
17,TAUBATÉ,SÃO JOSÉ DOS CAMPOS
17,TAUBATÉ,SÃO LUIZ DO PARAITINGA
17,TAUBATÉ,SÃO SEBASTIÃO
17,TAUBATÉ,SILVEIRAS
17,TAUBATÉ,TAUBATÉ
17,TAUBATÉ,TREMEMBÉ
17,TAUBATÉ,UBATUBA
